0 
0  start
0 from you
0 frowned again
0 frowned what
0 fulfill his
0 full force
1 full of
0 full swing
0 funke beaucoup
0 funke has
0 funke to
0 gaily arranged
0 gaily spreading
0 gained their
0 gare a
0 garnished joint
0 gasps of
0 gathered round
0 gathered there
0 gatherings but
0 gave a
2 gave him
0 gave his
0 gazed at
0 gazing at
0 general and
0 general asked
0 general good
0 general kutuzov
0 general movement
0 general my
1 general s
1 genoa and
0 gentle patronizing
0 gently and
0 genuine emigres
0 george and
0 george that
0 gesture anna
1 get away
0 get himself
0 get my
0 get none
0 get that
0 get up
0 ghost stories
0 ghost story
0 girdled with
0 girl is
0 girl lost
0 girl to
0 girl which
0 give him
0 give me
0 given it
0 given you
0 gives himself
0 glad affectionate
0 glad i
0 glamour of
0 glance at
0 glance with
0 glanced at
0 glancing at
0 glancing now
0 glass run
1 gleam of
0 gloomy look
0 glory but
0 glossy hair
0 go and
0 go away
0 go he
0 go in
0 go my
0 go on
0 go suddenly
2 go to
0 go wait
0 god and
0 god has
0 god s
0 god was
0 god will
0 goes on
0 goes round
0 going away
0 going on
1 going to
0 gold embroidered
0 golitsyn and
0 golitsyn that
0 gone crazy
0 gone her
0 gone out
0 gone over
0 gone secretly
1 gone too
0 good and
0 good by
0 good family
0 good french
0 good he
0 good in
0 good natured
1 good of
0 good ones
0 good replied
0 good terms
0 got rid
0 got up
0 government and
0 grace peculiar
0 gracefully moved
0 gracious sovereign
0 graciously allowing
0 grade greeting
0 gradually filling
1 grand thing
0 grandee of
0 grandfathers not
0 granting the
0 gratefully prepared
0 gratitude i
0 grave even
0 gravely conducted
0 gravity as
0 gray dress
0 great because
3 great man
0 great on
0 great wind
0 great world
1 greatness of
0 green dress
0 greeted him
0 greeted prince
0 greeting a
0 greeting this
0 greetings with
0 grimace and
0 grimace that
0 grippe being
0 grippe grippe
0 group about
0 group and
1 group round
0 group the
0 group was
0 group where
0 group whose
0 grouped round
0 groups one
0 grown old
0 guai a
0 guards at
0 guards for
0 guards here
0 guards she
0 guests as
1 guests began
0 guests first
0 guests the
0 gueules d
0 gueules engrele
0 gutenberg ebook
0 ha dato
0 habit employed
0 habit immediately
0 habit said
1 habitual to
2 had a
0 had already
2 had also
0 had asked
0 had assumed
0 had attended
0 had become
8 had been
0 had brought
2 had come
0 had convinced
0 had deigned
0 had done
0 had evidently
0 had finished
0 had first
0 had forgotten
0 had formed
0 had found
3 had gone
0 had grown
0 had had
0 had him
0 had just
0 had kept
0 had known
1 had left
0 had lost
0 had managed
1 had not
0 had now
0 had obtained
1 had only
0 had perished
0 had promised
0 had reminded
0 had restored
0 had sat
0 had seen
0 had settled
0 had stars
0 had the
1 had time
1 had to
0 had told
0 had uttered
0 had watched
0 had you
0 hair and
0 hair came
0 hair spectacles
0 half open
0 half smile
0 hall and
1 hall prince
2 hand and
0 hand it
0 hand on
0 hand presenting
0 hand she
0 hand that
0 hand the
2 hand to
0 hands he
1 hands pierre
0 hands to
1 handsome face
0 handsome young
0 happen to
0 happened to
0 happier on
0 hardenburg says
0 hardly feasible
0 has a
0 has already
0 has always
0 has any
0 has become
9 has been
0 has burnt
0 has declared
0 has destroyed
0 has fate
0 has given
0 has it
1 has refused
0 has retained
0 has said
0 has set
0 has stopped
3 has to
0 has wished
0 hastens to
0 hastily adjusting
1 hat and
0 hate ghost
0 hatred of
0 haugwitz either
1 have a
0 have already
0 have asked
1 have been
0 have both
0 have brought
0 have called
0 have captured
0 have cared
0 have conspired
0 have decided
1 have faith
0 have frightened
0 have gained
0 have gone
0 have had
1 have heard
0 have i
0 have long
0 have me
0 have never
3 have not
1 have nothing
0 have people
0 have promised
0 have reference
1 have said
0 have seen
0 have them
1 have they
1 have to
0 have two
1 have you
0 having asked
0 having brought
0 having for
0 having got
0 having long
0 having obtained
1 having once
0 having performed
0 having seated
0 having thanked
2 he added
0 he again
0 he approached
1 he asked
1 he became
0 he becoming
1 he began
0 he belongs
0 he bowed
0 he called
1 he came
1 he continued
4 he could
0 he demand
3 he did
0 he entered
0 he even
0 he ever
0 he explained
0 he felt
1 he found
0 he frowned
1 he gave
0 he goes
10 he had
4 he has
0 he indicated
0 he introduced
8 he is
0 he kept
0 he killed
0 he kissed
0 he knew
0 he lay
0 he lifted
0 he lives
0 he looked
0 he married
1 he might
1 he not
0 he obtain
0 he only
0 he passed
0 he raised
0 he remarked
1 he rose
0 he s
5 he said
0 he saw
0 he seem
0 he shrugged
0 he sitting
0 he smiled
0 he smilingly
1 he spoke
2 he stood
0 he stumbling
0 he the
0 he to
0 he told
0 he took
1 he turned
0 he turning
13 he was
3 he went
2 he will
0 he wished
0 he with
0 he without
2 he would
1 head and
0 head bent
0 head of
0 head that
0 head the
0 head whirl
0 health all
1 health and
0 health anna
0 health of
1 hear her
0 hear something
0 heard i
0 heard of
0 heard said
0 heard seeing
0 hearers could
0 heaven and
0 heavens what
0 heavily built
0 heeding her
0 heels and
0 height broad
0 height with
0 held it
0 helene came
0 helene dear
0 helene passed
0 helene prince
0 helene turning
0 helene wait
0 helene was
0 helene what
0 help at
0 help it
0 helped he
0 helping him
0 helping into
0 helping was
0 her a
0 her after
1 her age
0 her an
2 her and
0 her anna
1 her anxiety
0 her arm
0 her arms
0 her as
1 her aunt
0 her badge
0 her bag
0 her bare
3 her beautiful
0 her began
0 her bright
0 her burden
0 her but
0 her cap
0 her careworn
0 her carriage
0 her case
1 her charming
0 her classically
0 her commercial
0 her company
0 her defect
0 her downy
1 her drawing
3 her dress
1 her duties
0 her ecstatic
0 her eyebrows
2 her eyes
3 her face
0 her faded
4 her father
0 her figure
0 her for
0 her forces
0 her former
0 her forty
0 her from
0 her full
1 her guests
0 her half
0 her hand
0 her hat
0 her his
0 her hostess
0 her house
2 her husband
0 her i
0 her illustrious
0 her invitations
0 her kindly
0 her le
0 her lips
0 her long
3 her majesty
0 her manners
0 her no
0 her not
0 her noticed
0 her oh
0 her once
0 her only
2 her own
0 her pierre
0 her pretty
0 her prince
0 her radiant
0 her reception
2 her seat
0 her second
0 her short
0 her shoulders
0 her sister
1 her social
0 her speech
1 her still
0 her task
0 her taste
0 her teeth
1 her the
0 her then
0 her they
0 her thin
0 her through
0 her to
0 her unchanging
0 her unquestionable
0 her upper
1 her white
2 her with
2 her work
0 her workbag
0 here a
0 here he
0 here helene
0 here is
1 here prince
0 here replied
0 here the
0 here tonight
0 hero after
0 hero if
0 hero less
0 hers seated
0 hers to
0 herself and
0 herself disinterestedly
0 herself in
0 herself that
0 hierarchy in
0 high rank
0 high ruffle
0 high sounding
0 high vocation
0 highest petersburg
0 him a
0 him ah
0 him all
0 him also
1 him an
3 him and
2 him as
0 him but
0 him down
1 him for
1 him from
3 him he
0 him i
0 him in
0 him into
0 him inviting
0 him my
0 him of
0 him on
0 him or
0 him power
1 him she
0 him significantly
1 him so
0 him the
1 him though
4 him to
0 him under
0 him up
0 him very
1 him when
0 him who
2 him with
0 himself a
0 himself anna
0 himself at
1 himself beside
0 himself but
0 himself he
0 himself killed
0 himself no
0 himself of
0 himself on
0 himself that
1 himself the
0 hippolyte approached
0 hippolyte began
0 hippolyte burst
0 hippolyte fetch
0 hippolyte had
0 hippolyte having
0 hippolyte hurriedly
2 hippolyte in
0 hippolyte is
0 hippolyte laughed
0 hippolyte paused
0 hippolyte pierre
0 hippolyte s
0 hippolyte smiling
0 hippolyte so
1 hippolyte spluttered
0 hippolyte started
0 hippolyte stood
0 hippolyte under
0 hippolyte was
2 hippolyte who
0 his absent
0 his acts
0 his annoyance
0 his appointment
2 his arm
0 his armchair
0 his arms
1 his audience
0 his bald
1 his beautiful
0 his big
0 his boats
0 his body
0 his breast
0 his career
1 his cloak
2 his daughter
0 his eager
0 his elbow
0 his extraordinary
0 his extreme
0 his eyeglass
3 his eyes
1 his face
0 his father
0 his features
0 his feet
0 his fingers
0 his first
0 his flat
0 his grave
3 his hand
0 his hands
0 his handsome
1 his head
0 his hearers
0 his high
0 his ideas
0 his indiscretion
0 his influence
0 his kindly
0 his knee
0 his laughter
0 his lips
1 his lorgnette
0 his mind
0 his mouth
4 his own
0 his path
0 his pet
0 his position
0 his presence
0 his pretty
1 his quiet
0 his reasons
0 his remarks
0 his reports
0 his resignation
0 his respect
0 his rising
0 his saber
0 his scheme
4 his shoulders
0 his showing
0 his sister
0 his small
1 his smile
0 his son
0 his spectacles
0 his speech
3 his story
1 his tale
0 his thoughts
0 his tone
0 his tongue
0 his usual
0 his very
0 his visit
0 his vocation
0 his way
0 his weary
0 his whole
3 his wife
0 his willingness
0 his wish
2 his words
0 holding a
0 holding him
0 holding up
0 home and
0 home well
0 honor and
0 honor of
1 honor s
0 honor the
0 hope and
0 hope this
0 hope to
1 hope you
0 hopeless the
0 horrible said
0 horror struck
0 horrors perpetrated
0 hospital at
0 hostess and
0 hostess but
0 hostess in
0 hostess you
0 hot dish
0 hotel serves
0 hour after
0 hour and
0 house first
0 house he
0 how about
0 how are
0 how badly
2 how do
0 how evidently
0 how far
0 how foolish
0 how he
0 how her
1 how i
0 how kutuzov
0 how lovely
0 how monsieur
4 how to
0 how unfairly
0 how you
0 however is
0 however redeemed
0 however smile
0 huge red
0 hummed steadily
0 hurried to
0 hurriedly and
0 hurriedly no
0 hurriedly put
0 hurrying after
0 husband he
0 husband in
0 husband is
0 husband prince
0 husband that
0 husband was
0 hydra of
0 i also
12 i am
0 i ask
1 i believe
3 i can
16 i chapter
0 i confess
0 i could
1 i did
1 i do
5 i don
0 i doubt
0 i entreat
0 i ever
0 i expected
0 i explain
0 i hate
11 i have
0 i he
3 i hope
1 i knew
0 i know
0 i lack
2 i ll
0 i make
0 i may
1 i mean
1 i must
0 i never
1 i often
0 i opened
0 i pity
0 i really
0 i rely
0 i respect
0 i say
0 i see
4 i shall
2 i should
0 i showed
2 i think
0 i thought
0 i want
0 i warn
0 i was
0 i well
2 i will
1 i won
0 ideas napoleon
0 ideas of
0 ideas with
0 ideas yes
0 if all
0 if at
0 if buonaparte
0 if graciously
0 if having
1 if he
0 if in
1 if it
0 if necessary
0 if one
0 if she
0 if startled
1 if the
1 if they
2 if to
0 if without
4 if you
0 ii anna
16 ii chapter
0 iii anna
16 iii chapter
0 ilarionovich kutuzov
0 ill now
0 ill suited
0 illegitimate son
0 illustrious patroness
0 imbecility and
0 immediately began
0 immediately lay
0 impatience left
0 impatience she
0 imperial family
0 impetuosity i
0 impoliteness first
1 importance who
0 important are
0 important what
0 impossible for
0 impossible said
0 impossible to
0 impossible your
0 imposture it
0 impulsiveness to
18 in a
0 in africa
0 in age
0 in an
0 in annette
0 in another
0 in chief
0 in dismay
0 in english
0 in europe
0 in everyone
0 in fact
0 in five
2 in french
0 in from
1 in full
0 in god
0 in hand
0 in heaven
5 in her
4 in his
0 in i
2 in it
0 in italian
0 in july
0 in law
1 in moscow
0 in myself
1 in order
1 in our
0 in passing
1 in petersburg
0 in pleased
0 in princess
0 in proper
2 in russia
2 in russian
0 in saying
0 in search
0 in shape
0 in so
4 in society
1 in spite
0 in st
0 in steady
0 in such
1 in that
27 in the
0 in this
0 in times
0 in token
3 in which
0 inability to
0 inappropriate she
0 inclining his
0 including anna
0 indebted to
0 indeed quite
0 indicate that
0 indicated by
0 indifference and
0 indifferent but
0 indifferently to
0 indiscretion nodded
0 infamies and
0 influence but
0 influence in
0 influential connections
0 information do
0 ingratiating and
0 innocent airs
0 innocent and
0 inquiring glance
0 insignificant small
0 insisting day
0 instantaneously replaced
0 instantly changed
1 instead of
0 instrument he
0 intellectual lights
0 intentionally no
1 interest and
0 interest she
0 interested by
0 interested him
0 interesting and
0 interesting but
0 interesting especially
0 interesting man
0 interesting men
0 interjected an
0 interrupt you
0 interrupted the
0 intimate acquaintance
0 intimate conversation
0 into a
1 into her
0 into insignificant
0 into one
0 into prince
8 into the
0 into three
0 into unnatural
0 intonation natural
0 intrigues violence
0 introduced the
0 invalid is
0 invalid said
0 invincible and
0 invitation to
0 invitations without
0 inviting everyone
0 ironical voice
0 irony could
5 is a
0 is almost
0 is always
0 is amazingly
1 is an
0 is antichrist
0 is as
0 is at
0 is betraying
0 is better
0 is coming
0 is connected
0 is costing
0 is deserting
2 is difficult
0 is doubtful
0 is enough
0 is for
0 is going
0 is great
2 is how
0 is important
0 is in
0 is innocent
0 is invincible
0 is it
0 is just
0 is most
0 is my
0 is not
0 is one
0 is only
0 is pestered
0 is powerless
0 is rich
1 is said
0 is settled
1 is so
5 is the
0 is this
0 is to
7 is very
0 is wednesday
0 is what
0 it all
1 it and
0 it are
0 it baton
0 it be
0 it beware
0 it can
0 it cost
0 it did
0 it down
0 it downwards
0 it equality
0 it excuse
0 it for
1 it had
0 it has
3 it in
12 it is
0 it later
0 it lifted
0 it necessary
0 it not
0 it now
0 it or
1 it prince
0 it pulling
0 it ran
0 it replied
0 it round
0 it s
0 it said
1 it seems
0 it shall
0 it she
0 it shoes
0 it should
0 it that
1 it the
5 it to
0 it true
0 it vicomte
11 it was
0 it wearied
0 it will
1 it would
0 italian dio
0 italian how
0 italian s
0 its abuses
0 its effect
0 its former
0 its melancholy
0 its object
0 its pressure
0 its rightful
0 itself into
16 iv chapter
0 iv just
0 ivy with
16 ix chapter
0 jacobin was
0 jaffa where
1 joined the
0 joint of
0 joke i
0 joyfully and
0 joyous self
0 joys of
0 july and
1 just a
0 just below
0 just entered
0 just family
0 just occurred
0 just one
0 just perceptible
0 just returned
0 just see
0 just the
1 just then
0 justified for
0 justified in
0 justify prince
0 keep them
0 kept a
0 kept an
0 kept his
0 kept looking
0 kept the
0 killed in
0 killed tell
0 kind and
0 kindhearted man
0 kindly and
0 kindly even
0 kindly simple
0 kindness he
0 king i
1 king of
0 king she
0 kissed anna
0 kissed her
0 kissed it
0 kissed the
0 kitchen would
1 knee breeches
0 knee with
0 knew and
0 knew everyone
0 knew her
0 knew his
0 knew not
0 knew that
0 knew the
0 knew this
0 knew you
0 knew your
0 know a
0 know and
0 know as
0 know everything
0 know he
0 know him
4 know how
1 know i
0 know my
0 know said
1 know that
1 know the
0 know which
0 know you
0 knowing whom
0 known anna
0 known as
0 known grandee
0 known prince
0 known that
0 kuragin a
0 kutuzov i
0 kutuzov is
0 kutuzov recommend
0 kutuzov s
0 kutuzov said
0 l ha
0 la donne
0 la femme
0 la grippe
0 la louis
0 la plus
0 la tocchi
0 la touche
0 lace trimmed
0 lack the
0 ladies are
0 ladies have
0 ladies looked
0 lady and
0 lady before
0 lady even
0 lady s
0 lady une
0 lady was
0 lady wearing
1 lady who
0 languidly like
0 large and
0 large bows
0 large gatherings
0 larger circle
0 last and
0 last consideration
0 last deciding
0 last drop
0 last evidently
0 last he
0 last prince
0 last syllable
0 last you
0 late emperor
0 late said
0 late well
0 lately he
0 later said
0 latest comedy
0 latest fashion
0 latter evidently
0 latter spared
0 laugh i
0 laughed spasmodically
0 laughing and
0 laughing do
0 laughing long
0 laughter and
0 laughter said
0 lavater would
0 law i
0 lay back
0 lay down
0 lay dying
0 laying their
0 le charmant
1 le vicomte
0 least a
0 least disconcerted
0 least replied
0 leave her
0 leave it
0 leave of
0 leave one
0 leave pierre
0 leave your
0 leaving the
0 left a
0 left her
2 left the
0 left them
0 legs always
0 leo tolstoy
0 less how
0 less on
0 less than
0 let him
0 let me
0 let them
0 let you
0 letting the
2 liberty and
0 liberty but
1 life and
0 life are
0 life it
0 life won
0 lifted all
1 lifted his
0 light colored
0 lightly holding
0 lightly old
0 lights of
3 like a
0 like an
0 like her
0 like him
0 like his
0 like it
0 like one
0 like qualms
0 like russia
0 like said
1 like the
0 like these
0 like this
0 lip all
0 lip and
0 lip as
0 lip on
0 lips expressed
0 lips kissed
0 lise about
0 lise meinen
0 lise you
0 lise young
0 lise your
0 listen and
0 listen dear
4 listen to
0 listen while
0 listened indifferently
0 listened reluctantly
0 listened smiling
0 listened to
0 listened with
0 listening to
0 listening too
0 listless tone
0 lit up
0 little lip
0 little officer
0 little old
0 little person
15 little princess
0 little table
0 little they
0 little upper
0 little while
0 little wife
0 liveried footman
0 livery get
0 lives in
0 ll get
0 ll speak
0 ll start
0 loftiness of
0 lofty destiny
1 long been
0 long before
0 long hair
0 long time
0 longer and
0 longer in
1 longer my
0 longer the
0 look afraid
0 look at
0 look clouded
0 look of
0 look round
0 look was
0 look which
0 looked agitated
0 looked anna
2 looked at
0 looked indifferent
0 looked round
0 looked solemnly
2 looking at
0 looking in
0 looking over
0 looking past
0 looking severely
0 looking up
0 looking with
0 looking young
0 looks at
0 lorgnette as
0 lorgnette suddenly
0 lost and
1 lost her
0 loudly and
0 louis xv
0 louis xvii
0 love liberty
1 lovely said
0 lovely that
0 low fellow
0 low tone
1 low voice
0 lower lip
0 lowest grade
0 lowest hierarchy
0 lucca are
0 lucca laying
0 machine in
0 machine or
0 madame elizabeth
0 madame i
0 madame what
0 made a
0 made up
0 made way
1 mademoiselle george
0 magnanimity and
0 magnanimity bonaparte
0 maid also
0 maid chapter
3 maid of
0 maid put
0 maids have
0 maintenance of
0 maison conde
0 maitre d
0 majesty had
1 majesty s
0 majesty who
0 make a
0 make one
0 make scenes
0 make some
0 make the
0 makes more
0 making signs
0 making the
0 malta she
0 man and
0 man as
0 man emancipation
0 man executing
0 man had
3 man of
0 man recommended
0 man remarked
1 man s
0 man the
1 man was
4 man who
1 man with
0 man yes
0 man you
1 managed to
0 mania for
0 mankind and
0 manner in
0 manners that
0 manners who
0 many others
0 married during
0 married lise
0 marrying your
0 martyr more
0 mary bolkonskaya
1 marya fedorovna
0 masculine had
0 match she
0 matchmaking and
0 matter au
0 matter with
0 matters anna
0 matters have
0 may i
0 may take
1 me a
0 me all
0 me and
0 me as
0 me dear
0 me do
0 me forty
2 me he
0 me himself
0 me how
0 me know
0 me la
0 me let
0 me my
1 me of
0 me prince
0 me princess
0 me she
0 me sir
1 me that
0 me there
0 me they
3 me to
0 me vicomte
1 me what
0 me while
0 me yes
0 mean good
0 mean to
0 meaning of
0 meaningless with
0 means are
0 means war
0 measured step
0 meat that
0 meditated have
0 medium height
0 meet prince
0 meet the
0 meet them
0 meet whom
0 meeting him
0 meinen lately
0 melancholy expression
0 melancholy which
0 memory and
0 memory i
0 men and
0 men as
0 men in
0 men rose
0 men the
0 men tonight
0 men who
0 menace to
0 mentioned at
0 mentioned each
0 mentioned her
0 mercy the
0 merely shrugged
0 merrily to
0 mi l
0 michael ilarionovich
0 middle what
0 midst of
0 might happen
0 might not
0 might rid
0 mikhaylovna as
0 mikhaylovna said
0 milan asked
0 mildness that
0 military or
0 mill when
0 mind annette
0 mind at
0 mind what
0 minded eagerness
0 minded when
0 mindedness and
0 minds will
0 mine writes
0 mingled with
0 missing any
0 mlle scherer
0 modest expression
0 modestly placed
0 molded shoulder
0 moment a
0 moment anna
0 moment i
0 moment of
1 moment prince
0 moment then
0 mon cher
0 mon dieu
0 monarch he
0 monarch hippolyte
1 monsieur buonaparte
0 monsieur explains
0 monsieur le
5 monsieur pierre
0 month and
0 montmorencys through
0 mood that
0 morally can
0 more and
0 more animated
0 more beautiful
1 more but
0 more by
0 more conveniently
0 more eager
0 more especially
0 more in
0 more natural
0 more noise
0 more radiantly
0 more sweetly
0 more terrible
0 more tightly
0 more to
0 moreover he
0 morio and
0 morio do
0 morio he
0 morio here
0 morning ran
0 morsels the
0 mortemart and
0 mortemart immediately
0 mortemart to
0 mortemart who
0 mortemart whom
0 moscow a
0 moscow ladies
0 moscow story
0 moscow the
0 moss and
0 most advantageous
0 most devoted
0 most fascinating
0 most important
0 most interesting
0 most partial
0 most striking
0 mostly mothers
0 mother so
0 mothers who
0 motion but
0 motion so
0 motive in
0 motive of
0 mournful and
0 mournful tone
0 mouth all
0 mouth seemed
0 mouth very
0 moved about
0 moved away
0 moved him
0 moved toward
0 movement as
0 movement of
0 moving a
0 much as
0 much exposed
0 much gravity
0 murder and
0 murder he
2 murder of
0 murderer and
0 murmured something
0 must admit
0 must avenge
0 must excuse
0 must have
0 must put
0 must save
0 must tell
0 must treat
0 muttered anna
0 my ability
0 my antechambers
0 my apprenticeship
1 my aunt
0 my children
0 my daughter
6 my dear
0 my devotion
0 my faithful
0 my father
0 my friend
0 my hand
0 my husband
0 my life
0 my poor
1 my son
1 my work
0 my workbag
0 myself as
0 myself it
0 name and
0 name like
0 named the
0 napoleon alone
0 napoleon as
0 napoleon happened
0 napoleon has
0 napoleon is
0 napoleon s
0 napoleon showed
0 narrator several
0 narrator shrugging
0 nation like
0 nation will
0 nations adorable
0 natural and
0 natural expression
0 natural to
0 naturally to
0 naturally which
0 natured fellow
0 near the
1 nearer to
0 neatly it
1 necessary for
1 necessary to
0 necessity and
0 necklace from
0 need to
0 needle began
0 needle into
0 neither she
0 neither wished
0 neutrality is
0 never has
0 never thought
0 never will
0 never yet
0 new arrival
0 new word
0 news i
0 news it
0 next arrivals
0 next balls
0 nice indeed
0 nice looking
0 nice very
0 nicknamed the
0 nine chapter
0 no but
0 no cried
0 no don
0 no doubt
0 no i
0 no impossible
2 no longer
0 no more
0 no my
0 no need
1 no one
0 no rejoinder
0 noble that
0 noblest role
0 nod she
0 nodded and
0 noise than
0 noisy group
0 none seemed
0 none the
0 nor anyone
0 nor considered
0 nor could
0 nor have
0 nose and
0 not a
1 not all
0 not and
0 not ashamed
0 not at
2 not be
0 not begin
0 not delightful
0 not do
0 not equal
0 not even
0 not exasperated
0 not fearing
0 not feel
0 not follow
0 not forsake
2 not go
0 not going
1 not in
4 not know
0 not knowing
0 not letting
0 not like
0 not listen
0 not looking
0 not love
2 not one
2 not only
0 not perform
0 not played
1 not reply
0 not rest
0 not return
0 not show
0 not so
0 not speak
0 not speaking
0 not stop
0 not suit
0 not that
1 not to
0 not too
0 not understood
0 not very
0 not what
0 not wish
0 not wishing
2 not yet
1 nothing and
0 nothing better
0 nothing but
0 nothing for
0 nothing i
0 nothing is
0 nothing more
0 nothing unless
0 noticed that
0 notices here
0 nous cela
0 novosiltsev get
0 novosiltsev s
1 now a
0 now about
1 now at
0 now came
0 now come
0 now committed
0 now expressed
0 now he
1 now i
0 now just
0 now lay
0 now said
0 now so
0 now then
0 now very
0 nymphe effrayee
0 object the
0 obliges me
0 observant and
0 observation brought
0 observation interrupted
0 observed these
0 obtain power
0 obtain this
0 obtained an
0 obtained power
0 obviously serving
0 occasionally drew
0 occurred every
0 occurred to
11 of a
0 of admiring
1 of all
0 of an
0 of anatole
0 of animation
0 of anna
0 of another
0 of anxiety
0 of arcola
0 of arms
0 of austria
0 of beauty
0 of being
0 of catherine
1 of citizenship
0 of clever
0 of conscience
0 of coquetry
0 of count
0 of course
0 of cuisse
0 of doing
0 of europe
0 of france
0 of french
0 of genoa
0 of good
0 of government
0 of greeting
1 of habit
0 of helping
8 of her
0 of hers
0 of high
1 of him
10 of his
3 of honor
0 of impoliteness
0 of importance
0 of interest
1 of it
0 of its
0 of kutuzov
0 of laughter
2 of life
0 of man
0 of mankind
0 of marrying
0 of meat
0 of medium
0 of memory
0 of mine
0 of missing
1 of my
0 of no
0 of one
0 of other
2 of our
0 of paternity
0 of petersburg
1 of pierre
0 of place
0 of politeness
2 of power
0 of prince
0 of profound
1 of prussia
0 of regicide
0 of relief
0 of revolution
0 of ribbon
0 of roast
0 of robbery
0 of russia
0 of she
0 of society
1 of something
2 of soul
0 of speech
0 of spending
0 of sullen
0 of tea
1 of that
32 of the
0 of their
4 of them
7 of this
3 of those
0 of tone
0 of understanding
0 of using
0 of voice
0 of what
0 of which
0 of white
0 of you
0 of young
0 of your
1 of yours
0 off said
0 off the
0 off to
0 offensively affected
0 offered a
0 officer who
1 often think
0 oh don
0 oh exclaimed
0 oh oh
0 oh yes
1 old aunt
0 old feminine
0 old in
0 old lady
0 old maid
0 old maids
0 old men
0 old regime
0 old woman
4 on a
0 on after
1 on all
0 on behalf
0 on between
1 on earth
0 on england
0 on good
1 on her
0 on him
0 on himself
4 on his
0 on insisting
0 on it
0 on like
0 on me
0 on political
13 on the
1 on turning
1 on which
1 on with
0 on you
0 on your
0 once adopted
0 once free
0 once handsome
0 once made
0 once realized
1 once said
0 once sat
0 one another
1 one be
1 one chapter
0 one chiefly
0 one could
0 one elderly
2 one has
0 one hero
0 one man
0 one martyr
0 one must
9 one of
0 one powerful
0 one quite
1 one s
0 one say
2 one that
0 one thing
0 one time
0 one who
0 one whom
0 ones and
0 ones that
0 ones who
0 only anxiety
0 only bowed
0 only by
0 only desires
0 only did
0 only difference
1 only for
0 only gave
0 only have
0 only in
1 only just
0 only knew
0 only necessary
0 only one
0 only son
0 only spoke
0 only to
0 only understood
0 open mouth
0 opened my
0 opinion bonaparte
0 opinions are
0 opinions but
0 opinions my
0 opportunity to
0 opposite and
0 or civil
0 or even
0 or for
0 or haugwitz
0 or her
0 or intentionally
0 or listen
0 or makes
0 or prince
0 or set
0 or slight
0 or the
0 or there
0 or very
0 or was
0 or why
1 or you
0 orator but
0 order not
0 order to
0 ordinary man
0 other acts
1 other men
0 other people
1 other table
0 others appreciated
0 others but
1 others had
0 others were
0 our actions
0 our adored
0 our dear
0 our emperor
0 our good
0 our gracious
0 our grandfathers
0 our saviour
0 ours prince
0 ourselves and
0 out everyone
0 out fools
1 out her
0 out his
1 out into
1 out laughing
2 out of
0 out oh
0 outburst after
0 outburst anna
0 over anna
1 over her
0 over here
0 over his
1 over to
0 over with
0 overflowed with
0 overtook prince
0 own and
0 own form
0 own impetuosity
0 own magnanimity
0 own special
0 own stood
0 own the
0 own thoughts
0 own views
0 palm of
0 papa said
0 papa we
0 paris to
0 part anna
0 partial ceased
0 particular reasons
0 particularly agreeable
0 party said
0 pass you
1 passed between
0 passed him
0 passed to
0 passing prince
0 past her
0 paternity don
0 path i
0 path to
0 patroness she
0 patronizing intonation
0 pause drawing
0 pause what
0 paused evidently
0 paused smiling
0 pavlovna almost
0 pavlovna also
2 pavlovna and
0 pavlovna arranged
0 pavlovna at
0 pavlovna burst
0 pavlovna but
0 pavlovna came
0 pavlovna continued
0 pavlovna despite
0 pavlovna did
0 pavlovna disapproved
0 pavlovna educate
0 pavlovna exchanging
1 pavlovna felt
0 pavlovna for
0 pavlovna general
0 pavlovna greeted
1 pavlovna had
0 pavlovna he
0 pavlovna helene
0 pavlovna his
2 pavlovna in
0 pavlovna it
0 pavlovna kissed
0 pavlovna looking
0 pavlovna meditated
0 pavlovna mentioned
0 pavlovna moved
0 pavlovna observed
0 pavlovna one
0 pavlovna reflecting
0 pavlovna rousseau
7 pavlovna s
0 pavlovna said
1 pavlovna scherer
0 pavlovna served
0 pavlovna smiled
0 pavlovna straight
1 pavlovna the
1 pavlovna to
0 pavlovna turned
0 pavlovna was
1 pavlovna who
0 pavlovna wished
2 pavlovna with
1 pavlovna you
0 peace an
0 peace and
0 peace by
0 peculiar form
0 peculiar to
0 peculiarly choice
0 pensively i
0 people are
0 people differing
0 people he
0 people of
0 people only
0 people since
0 people the
0 people themselves
0 people to
0 people was
0 people when
0 perceptible was
0 perception befitting
0 perfectly beautiful
0 perform prussia
0 perform the
0 performed a
0 performed the
0 perhaps i
0 perhaps opinions
0 perhaps the
0 perished by
0 perpetrated by
0 perpetual peace
0 person as
0 person of
0 person who
0 personally whispered
0 persons among
0 pestered since
0 pet theory
0 petersbourg was
0 petersburg society
0 petersburg tell
1 petersburg to
0 petersburg used
0 petersburg were
0 petitions before
0 petitions of
0 picking up
0 piece of
0 pierre again
0 pierre asked
0 pierre at
0 pierre betraying
0 pierre blushing
0 pierre chimed
0 pierre continued
0 pierre do
0 pierre enter
0 pierre escape
0 pierre gazed
1 pierre had
1 pierre i
1 pierre in
0 pierre looked
0 pierre murmured
0 pierre not
0 pierre now
0 pierre reaching
6 pierre s
1 pierre said
1 pierre to
1 pierre turned
3 pierre was
0 pierre when
0 pierre who
0 pierre wished
